session_id,user_id,workflow_type,task_id,duration_s,app_switches_per_min,backtrack_rate,repeated_action_ratio,correction_rate,hesitation_ms_p50,idle_ratio,navigation_efficiency,action_sequence_entropy,workflow_repeat_count,predictable_sequence_score,completion_success,friction_score,focus_score,automation_potential,model_confidence,behavior_label,data_origin
syn_01240,bootstrap_user_04,deep_work,deep_work_040,1334.6,1.585,0.0765,0.0972,0.0377,424.5,0.1403,0.8748,0.6982,3,0.5175,True,0.2452,0.6795,0.3829,0.6831,focused_or_low_friction,synthetic_bootstrap
syn_01241,bootstrap_user_05,research_browsing,research_browsing_041,1153.5,3.993,0.1976,0.2169,0.2195,859.4,0.1338,0.487,0.8151,1,0.4064,True,0.3926,0.5571,0.3946,0.5963,moderate_friction,synthetic_bootstrap
syn_01242,bootstrap_user_06,repetitive_admin,repetitive_admin_042,442.4,3.766,0.0847,0.6873,0.0369,317.8,0.0469,0.5906,0.3377,12,0.8594,True,0.2271,0.6894,0.6824,0.9243,automation_candidate,synthetic_bootstrap
syn_01243,bootstrap_user_07,repetitive_admin,repetitive_admin_043,637.8,0.766,0.071,0.8195,0.0519,278.8,0.111,0.7741,0.3734,10,0.8729,True,0.2566,0.733,0.6991,0.9234,automation_candidate,synthetic_bootstrap
syn_01244,bootstrap_user_08,deep_work,deep_work_044,1778.4,0.607,0.1291,0.1706,0.1863,648.0,0.1346,0.7241,0.5994,1,0.5088,False,0.223,0.6764,0.4177,0.6478,focused_or_low_friction,synthetic_bootstrap
syn_01245,bootstrap_user_09,repetitive_admin,repetitive_admin_045,398.7,3.73,0.0516,0.8351,0.0091,252.7,0.0281,0.7597,0.2007,14,0.9003,True,0.1931,0.7833,0.7314,0.951,automation_candidate,synthetic_bootstrap
syn_01246,bootstrap_user_10,repetitive_admin,repetitive_admin_046,554.4,0.747,0.1641,0.6344,0.0514,634.6,0.0341,0.826,0.3079,10,0.84,True,0.2487,0.8694,0.6269,0.923,focused_or_low_friction,synthetic_bootstrap
syn_01247,bootstrap_user_11,coding_debugging,coding_debugging_047,629.4,1.674,0.388,0.3579,0.3555,359.6,0.1377,0.7534,0.7374,5,0.2351,True,0.272,0.6437,0.3815,0.6528,focused_or_low_friction,synthetic_bootstrap
syn_01248,bootstrap_user_12,repetitive_admin,repetitive_admin_048,690.2,3.7,0.0958,0.6611,0.07,313.6,0.0904,0.8548,0.1303,8,0.865,True,0.26,0.7834,0.7083,0.9506,automation_candidate,synthetic_bootstrap
syn_01249,bootstrap_user_01,research_browsing,research_browsing_049,2023.5,2.21,0.2233,0.1187,0.112,722.5,0.158,0.7376,0.8551,1,0.1377,True,0.4058,0.5852,0.2072,0.5243,moderate_friction,synthetic_bootstrap
syn_01250,bootstrap_user_02,research_browsing,research_browsing_050,2392.4,3.538,0.2354,0.0866,0.1008,801.1,0.1352,0.4984,0.7954,1,0.4997,True,0.424,0.5125,0.3413,0.622,moderate_friction,synthetic_bootstrap
syn_01251,bootstrap_user_03,deep_work,deep_work_051,1553.6,0.612,0.0232,0.0691,0.0981,402.0,0.1799,0.8675,0.5648,0,0.3978,True,0.2024,0.703,0.232,0.6017,focused_or_low_friction,synthetic_bootstrap
syn_01252,bootstrap_user_04,deep_work,deep_work_052,1290.3,0.496,0.1021,0.0658,0.0976,209.5,0.0802,0.8496,0.8262,2,0.252,True,0.1391,0.7616,0.2413,0.5789,focused_or_low_friction,synthetic_bootstrap
syn_01253,bootstrap_user_05,deep_work,deep_work_053,1845.4,0.439,0.0961,0.2143,0.0653,350.8,0.0943,0.754,0.5282,2,0.3371,True,0.1839,0.7755,0.3298,0.6359,focused_or_low_friction,synthetic_bootstrap
syn_01254,bootstrap_user_06,coding_debugging,coding_debugging_054,594.8,1.625,0.3443,0.2536,0.245,576.1,0.1309,0.5856,0.7953,4,0.3762,False,0.323,0.6018,0.2847,0.6586,moderate_friction,synthetic_bootstrap
syn_01255,bootstrap_user_07,deep_work,deep_work_055,1314.5,0.387,0.0641,0.1591,0.0978,501.4,0.0526,0.8753,0.8609,1,0.2704,True,0.1566,0.7691,0.2219,0.5568,focused_or_low_friction,synthetic_bootstrap
syn_01256,bootstrap_user_08,research_browsing,research_browsing_056,621.6,4.122,0.3354,0.308,0.1113,432.0,0.0881,0.401,0.6776,2,0.3647,True,0.3321,0.5276,0.3477,0.6249,moderate_friction,synthetic_bootstrap
syn_01257,bootstrap_user_09,coding_debugging,coding_debugging_057,972.9,1.758,0.3178,0.1186,0.3131,949.4,0.171,0.6441,0.8243,2,0.3774,True,0.3592,0.5548,0.3513,0.6104,moderate_friction,synthetic_bootstrap
syn_01258,bootstrap_user_10,coding_debugging,coding_debugging_058,1005.0,1.943,0.2508,0.2517,0.4086,1020.3,0.1006,0.7302,0.7542,4,0.276,True,0.3779,0.6046,0.4188,0.6385,moderate_friction,synthetic_bootstrap
syn_01259,bootstrap_user_11,support_lookup,support_lookup_059,260.5,3.825,0.1315,0.6771,0.0656,416.2,0.0434,0.6308,0.3033,9,0.8171,True,0.2602,0.7243,0.5941,0.9179,focused_or_low_friction,synthetic_bootstrap
syn_01260,bootstrap_user_12,research_browsing,research_browsing_060,2252.6,4.02,0.3652,0.2628,0.077,133.4,0.0485,0.6564,0.7919,1,0.0005,True,0.3243,0.607,0.2935,0.4976,moderate_friction,synthetic_bootstrap
syn_01261,bootstrap_user_01,deep_work,deep_work_001,1285.4,0.38,0.0893,0.2198,0.0699,714.1,0.0289,0.7037,0.5261,0,0.3904,True,0.1393,0.8271,0.3373,0.6045,focused_or_low_friction,synthetic_bootstrap
syn_01262,bootstrap_user_02,support_lookup,support_lookup_002,365.1,5.35,0.1066,0.6559,0.1348,434.5,0.0649,0.5348,0.291,8,0.9408,True,0.3506,0.6523,0.6601,0.9503,moderate_friction,synthetic_bootstrap
syn_01263,bootstrap_user_03,repetitive_admin,repetitive_admin_003,202.9,2.364,0.0718,0.789,0.1178,475.8,0.0855,0.7465,0.1817,8,0.802,True,0.1701,0.7692,0.6365,0.9287,focused_or_low_friction,synthetic_bootstrap
syn_01264,bootstrap_user_04,research_browsing,research_browsing_004,979.5,4.06,0.0987,0.2045,0.0955,832.0,0.0413,0.3963,0.86,1,0.2891,True,0.3592,0.6057,0.3233,0.5616,moderate_friction,synthetic_bootstrap
syn_01265,bootstrap_user_05,support_lookup,support_lookup_005,143.0,4.902,0.1006,0.5344,0.0417,491.8,0.0919,0.6827,0.3114,7,0.8004,True,0.2417,0.6402,0.5446,0.8902,focused_or_low_friction,synthetic_bootstrap
syn_01266,bootstrap_user_06,coding_debugging,coding_debugging_006,310.1,2.718,0.1587,0.3578,0.0555,1215.4,0.018,0.478,0.7499,3,0.3803,True,0.3001,0.6758,0.3059,0.6426,moderate_friction,synthetic_bootstrap
syn_01267,bootstrap_user_07,deep_work,deep_work_007,1530.8,0.0,0.0788,0.1408,0.1439,218.5,0.0544,0.9163,0.7093,2,0.4044,True,0.1675,0.8188,0.2908,0.631,focused_or_low_friction,synthetic_bootstrap
syn_01268,bootstrap_user_08,research_browsing,research_browsing_008,1669.4,2.377,0.2101,0.2096,0.0589,537.7,0.1338,0.5142,0.8779,1,0.1813,True,0.3084,0.5619,0.3206,0.5325,moderate_friction,synthetic_bootstrap
syn_01269,bootstrap_user_09,support_lookup,support_lookup_009,257.1,5.916,0.2322,0.6191,0.1035,138.5,0.0504,0.6832,0.3855,14,0.8181,True,0.3062,0.6587,0.6643,0.9083,moderate_friction,synthetic_bootstrap
syn_01270,bootstrap_user_10,support_lookup,support_lookup_010,251.9,3.879,0.2155,0.5979,0.1412,338.4,0.0644,0.8152,0.3353,12,0.8064,True,0.2457,0.7173,0.5942,0.9114,focused_or_low_friction,synthetic_bootstrap
syn_01271,bootstrap_user_11,research_browsing,research_browsing_011,1790.1,5.412,0.2632,0.2233,0.0909,904.7,0.108,0.6121,0.6748,1,0.3441,True,0.4482,0.5146,0.3252,0.5975,high_friction,synthetic_bootstrap
syn_01272,bootstrap_user_12,repetitive_admin,repetitive_admin_012,507.6,2.453,0.1737,0.5244,0.0761,375.5,0.0644,0.6472,0.0833,9,0.9021,True,0.2238,0.7904,0.6525,0.9655,focused_or_low_friction,synthetic_bootstrap
syn_01273,bootstrap_user_01,repetitive_admin,repetitive_admin_013,618.4,3.145,0.0162,0.7119,0.0835,447.4,0.004,0.7119,0.3668,8,0.8355,True,0.2103,0.8256,0.6838,0.9149,automation_candidate,synthetic_bootstrap
syn_01274,bootstrap_user_02,support_lookup,support_lookup_014,237.5,4.261,0.1771,0.6437,0.0803,442.9,0.0493,0.6277,0.3258,0,0.7998,True,0.2151,0.6925,0.463,0.7308,focused_or_low_friction,synthetic_bootstrap
syn_01275,bootstrap_user_03,deep_work,deep_work_015,2437.6,0.557,0.1134,0.2606,0.0586,441.5,0.1491,0.8383,0.7174,1,0.4324,True,0.1763,0.6835,0.3074,0.6145,focused_or_low_friction,synthetic_bootstrap
syn_01276,bootstrap_user_04,repetitive_admin,repetitive_admin_016,436.8,2.283,0.1487,0.7254,0.0301,316.0,0.0686,0.8433,0.1898,4,1.0,True,0.1783,0.7827,0.6193,0.8872,focused_or_low_friction,synthetic_bootstrap
syn_01277,bootstrap_user_05,repetitive_admin,repetitive_admin_017,677.3,3.454,0.1839,0.7235,0.039,291.2,0.0165,0.7596,0.4024,9,0.8354,True,0.2692,0.7404,0.6538,0.9106,focused_or_low_friction,synthetic_bootstrap
syn_01278,bootstrap_user_06,deep_work,deep_work_018,2250.1,0.675,0.0651,0.1365,0.1263,479.8,0.0503,0.7634,0.6605,2,0.3457,True,0.2034,0.7831,0.2922,0.6222,focused_or_low_friction,synthetic_bootstrap
syn_01279,bootstrap_user_07,research_browsing,research_browsing_019,1903.5,2.469,0.2316,0.0152,0.0892,408.1,0.061,0.8707,0.82,3,0.4026,True,0.2767,0.7332,0.333,0.6398,focused_or_low_friction,synthetic_bootstrap
syn_01280,bootstrap_user_08,support_lookup,support_lookup_020,264.1,4.616,0.1691,0.6268,0.1078,588.7,0.1122,0.5395,0.4857,5,0.917,True,0.3454,0.5866,0.5221,0.8535,moderate_friction,synthetic_bootstrap
syn_01281,bootstrap_user_09,repetitive_admin,repetitive_admin_021,680.8,2.257,0.125,0.5937,0.0265,353.4,0.0322,0.6348,0.2765,2,0.87,True,0.1873,0.7752,0.5619,0.7993,focused_or_low_friction,synthetic_bootstrap
syn_01282,bootstrap_user_10,support_lookup,support_lookup_022,153.6,4.914,0.2146,0.4877,0.1094,668.5,0.0337,0.6394,0.4865,4,0.8359,True,0.2829,0.6796,0.4247,0.8106,focused_or_low_friction,synthetic_bootstrap
syn_01283,bootstrap_user_11,support_lookup,support_lookup_023,206.6,4.815,0.1981,0.5521,0.0548,633.1,0.0503,0.7145,0.4018,5,0.8973,True,0.3017,0.7117,0.5658,0.8586,moderate_friction,synthetic_bootstrap
syn_01284,bootstrap_user_12,coding_debugging,coding_debugging_024,1018.7,4.492,0.2967,0.2641,0.2978,486.3,0.1648,0.547,0.812,4,0.5045,True,0.396,0.4269,0.4419,0.6887,moderate_friction,synthetic_bootstrap
syn_01285,bootstrap_user_01,research_browsing,research_browsing_025,1751.4,2.739,0.1669,0.1562,0.1608,638.0,0.2029,0.5115,0.8174,1,0.5489,True,0.4466,0.4903,0.3946,0.6316,high_friction,synthetic_bootstrap
syn_01286,bootstrap_user_02,research_browsing,research_browsing_026,1409.0,3.92,0.1102,0.2079,0.0465,706.6,0.0341,0.5687,0.8876,2,0.1519,False,0.3299,0.6678,0.2723,0.5465,moderate_friction,synthetic_bootstrap
syn_01287,bootstrap_user_03,repetitive_admin,repetitive_admin_027,734.6,3.194,0.0025,0.5327,0.1108,396.8,0.0945,0.6322,0.2918,8,0.8486,True,0.2794,0.7136,0.6488,0.9271,focused_or_low_friction,synthetic_bootstrap
syn_01288,bootstrap_user_04,repetitive_admin,repetitive_admin_028,457.9,4.406,0.0479,0.5026,0.1207,257.3,0.0386,0.6849,0.2166,2,0.8144,True,0.2245,0.7569,0.5025,0.7926,focused_or_low_friction,synthetic_bootstrap
syn_01289,bootstrap_user_05,support_lookup,support_lookup_029,350.3,3.69,0.0113,0.6612,0.1484,419.3,0.096,0.5749,0.4338,12,0.7937,True,0.2925,0.695,0.6717,0.8964,focused_or_low_friction,synthetic_bootstrap
syn_01290,bootstrap_user_06,support_lookup,support_lookup_030,474.4,4.635,0.1277,0.5441,0.1131,152.6,0.0458,0.6147,0.3864,12,0.7955,True,0.2836,0.692,0.6641,0.9025,focused_or_low_friction,synthetic_bootstrap
syn_01291,bootstrap_user_07,support_lookup,support_lookup_031,422.4,5.452,0.2544,0.5918,0.165,358.7,0.089,0.6318,0.2007,8,0.9298,True,0.4045,0.6061,0.6319,0.9584,moderate_friction,synthetic_bootstrap
syn_01292,bootstrap_user_08,coding_debugging,coding_debugging_032,1034.0,1.866,0.2066,0.2534,0.2471,686.7,0.1139,0.5366,0.7094,2,0.2512,True,0.3791,0.6467,0.3436,0.5927,moderate_friction,synthetic_bootstrap
syn_01293,bootstrap_user_09,support_lookup,support_lookup_033,195.8,3.956,0.2646,0.3234,0.0918,652.1,0.0259,0.7023,0.4015,2,0.7987,False,0.2784,0.7366,0.4178,0.7665,focused_or_low_friction,synthetic_bootstrap
syn_01294,bootstrap_user_10,repetitive_admin,repetitive_admin_034,430.9,3.489,0.0494,0.7163,0.0481,514.1,0.0705,0.8012,0.4513,7,0.8161,True,0.1832,0.6962,0.6231,0.8774,focused_or_low_friction,synthetic_bootstrap
syn_01295,bootstrap_user_11,repetitive_admin,repetitive_admin_035,210.7,2.125,0.1139,0.6705,0.1154,387.9,0.026,0.8274,0.3529,2,0.8802,True,0.1359,0.8571,0.5048,0.7927,focused_or_low_friction,synthetic_bootstrap
syn_01296,bootstrap_user_12,repetitive_admin,repetitive_admin_036,387.4,3.285,0.1725,0.6358,0.0588,465.4,0.0045,0.8292,0.1195,7,0.7321,True,0.2195,0.8585,0.6166,0.8962,focused_or_low_friction,synthetic_bootstrap
syn_01297,bootstrap_user_01,deep_work,deep_work_037,1075.5,0.327,0.097,0.2072,0.05,345.8,0.0347,0.9527,0.6325,2,0.36,True,0.0819,0.8666,0.2947,0.6291,focused_or_low_friction,synthetic_bootstrap
syn_01298,bootstrap_user_02,deep_work,deep_work_038,2382.9,0.028,0.0748,0.28,0.1249,525.8,0.0381,0.7612,0.8144,2,0.4568,True,0.2013,0.8042,0.3596,0.6315,focused_or_low_friction,synthetic_bootstrap
syn_01299,bootstrap_user_03,coding_debugging,coding_debugging_039,1023.5,0.927,0.3849,0.284,0.2394,1086.6,0.1122,0.639,0.8084,4,0.4611,True,0.4297,0.6223,0.4201,0.6783,moderate_friction,synthetic_bootstrap
syn_01300,bootstrap_user_04,repetitive_admin,repetitive_admin_040,407.4,3.655,0.194,0.6826,0.1041,414.5,0.0308,0.8532,0.3511,6,0.9483,True,0.2206,0.7606,0.6416,0.8999,focused_or_low_friction,synthetic_bootstrap
syn_01301,bootstrap_user_05,repetitive_admin,repetitive_admin_041,348.0,3.958,0.1557,0.675,0.1532,283.1,0.0077,0.817,0.0651,14,0.8681,True,0.1606,0.7911,0.7232,0.9592,automation_candidate,synthetic_bootstrap
syn_01302,bootstrap_user_06,support_lookup,support_lookup_042,127.3,4.903,0.1556,0.5582,0.1355,632.2,0.0944,0.5966,0.3567,5,0.8063,True,0.282,0.6219,0.5263,0.8413,focused_or_low_friction,synthetic_bootstrap
syn_01303,bootstrap_user_07,coding_debugging,coding_debugging_043,1101.3,2.656,0.2682,0.182,0.3191,541.5,0.1285,0.5786,0.7405,3,0.6442,False,0.3652,0.5719,0.4488,0.7097,moderate_friction,synthetic_bootstrap
syn_01304,bootstrap_user_08,repetitive_admin,repetitive_admin_044,379.5,1.675,0.1083,0.743,0.0473,364.6,0.0479,0.735,0.4035,3,1.0,True,0.1919,0.7899,0.5297,0.8391,focused_or_low_friction,synthetic_bootstrap
syn_01305,bootstrap_user_09,research_browsing,research_browsing_045,821.7,2.423,0.3094,0.0693,0.0572,686.3,0.1336,0.6331,0.7213,0,0.3647,True,0.2887,0.5724,0.2555,0.5746,focused_or_low_friction,synthetic_bootstrap
syn_01306,bootstrap_user_10,research_browsing,research_browsing_046,1547.0,2.744,0.3466,0.254,0.1092,220.0,0.0754,0.5142,0.7403,2,0.3254,False,0.3411,0.615,0.3588,0.6075,moderate_friction,synthetic_bootstrap
syn_01307,bootstrap_user_11,support_lookup,support_lookup_047,334.5,3.38,0.2807,0.6016,0.1856,359.1,0.1031,0.5696,0.6404,4,0.8957,True,0.3661,0.6016,0.5022,0.8071,moderate_friction,synthetic_bootstrap
syn_01308,bootstrap_user_12,coding_debugging,coding_debugging_048,45.0,4.457,0.288,0.0,0.3303,959.3,0.0642,0.5321,0.718,4,0.434,True,0.4235,0.5868,0.2097,0.6823,moderate_friction,synthetic_bootstrap
syn_01309,bootstrap_user_01,deep_work,deep_work_049,1686.7,1.037,0.083,0.2008,0.1332,545.6,0.069,0.8616,0.9035,0,0.4085,True,0.1727,0.7549,0.3245,0.5637,focused_or_low_friction,synthetic_bootstrap
syn_01310,bootstrap_user_02,research_browsing,research_browsing_050,611.6,3.784,0.1956,0.1752,0.0838,938.8,0.1044,0.5244,0.7643,1,0.1705,True,0.3437,0.5809,0.2764,0.5434,moderate_friction,synthetic_bootstrap
syn_01311,bootstrap_user_03,repetitive_admin,repetitive_admin_051,456.1,2.726,0.0593,0.7553,0.0753,369.0,0.0579,0.7867,0.307,7,0.7959,True,0.2177,0.7694,0.5884,0.8896,focused_or_low_friction,synthetic_bootstrap
syn_01312,bootstrap_user_04,research_browsing,research_browsing_052,1929.8,1.963,0.2232,0.2193,0.1002,104.8,0.1295,0.7392,0.8629,0,0.5553,True,0.2638,0.6349,0.3549,0.6053,focused_or_low_friction,synthetic_bootstrap
syn_01313,bootstrap_user_05,support_lookup,support_lookup_053,268.0,3.617,0.2865,0.6149,0.0317,741.8,0.0666,0.7715,0.423,14,0.759,True,0.3095,0.6937,0.6437,0.889,moderate_friction,synthetic_bootstrap
syn_01314,bootstrap_user_06,deep_work,deep_work_054,326.3,0.767,0.0749,0.1389,0.0462,613.1,0.0598,0.836,0.6763,2,0.5217,True,0.1839,0.7845,0.2503,0.6643,focused_or_low_friction,synthetic_bootstrap
syn_01315,bootstrap_user_07,deep_work,deep_work_055,1729.2,0.672,0.1084,0.1585,0.0503,410.0,0.019,0.8052,0.6801,3,0.5118,True,0.161,0.8185,0.3568,0.6838,focused_or_low_friction,synthetic_bootstrap
syn_01316,bootstrap_user_08,coding_debugging,coding_debugging_056,1025.0,1.881,0.486,0.1984,0.3341,122.5,0.1412,0.7403,0.6148,2,0.4832,True,0.3297,0.6129,0.4322,0.662,moderate_friction,synthetic_bootstrap
syn_01317,bootstrap_user_09,support_lookup,support_lookup_057,193.0,7.53,0.2794,0.7282,0.058,683.7,0.0781,0.448,0.2055,8,0.7767,True,0.3983,0.5385,0.6317,0.9195,moderate_friction,synthetic_bootstrap
syn_01318,bootstrap_user_10,deep_work,deep_work_058,1476.5,1.03,0.0,0.1102,0.0039,393.7,0.1089,0.8793,0.6072,2,0.3278,False,0.1305,0.6936,0.324,0.6241,focused_or_low_friction,synthetic_bootstrap
syn_01319,bootstrap_user_11,coding_debugging,coding_debugging_059,893.4,1.953,0.317,0.0975,0.3075,919.0,0.1182,0.5441,0.8192,1,0.3324,True,0.3935,0.5852,0.3247,0.5773,moderate_friction,synthetic_bootstrap
syn_01320,bootstrap_user_12,research_browsing,research_browsing_060,1497.6,3.083,0.2434,0.2386,0.112,251.9,0.1645,0.5944,0.8548,1,0.0808,True,0.3054,0.5378,0.3041,0.5101,moderate_friction,synthetic_bootstrap
syn_01321,bootstrap_user_01,support_lookup,support_lookup_001,290.2,3.037,0.1173,0.7969,0.0445,898.3,0.1163,0.8735,0.4019,5,0.8256,True,0.2572,0.6855,0.5716,0.8407,focused_or_low_friction,synthetic_bootstrap
syn_01322,bootstrap_user_02,support_lookup,support_lookup_002,182.8,5.789,0.1307,0.6324,0.1592,750.4,0.0663,0.6984,0.2481,10,0.9164,True,0.3393,0.6565,0.6786,0.9493,moderate_friction,synthetic_bootstrap
syn_01323,bootstrap_user_03,deep_work,deep_work_003,1838.8,0.773,0.0697,0.0706,0.1162,398.5,0.0276,0.7372,0.5508,1,0.4082,True,0.1938,0.8119,0.2959,0.6285,focused_or_low_friction,synthetic_bootstrap
syn_01324,bootstrap_user_04,coding_debugging,coding_debugging_004,1107.5,3.456,0.1292,0.4056,0.396,774.4,0.1592,0.5745,0.7486,2,0.5553,False,0.397,0.5609,0.4882,0.664,moderate_friction,synthetic_bootstrap
syn_01325,bootstrap_user_05,repetitive_admin,repetitive_admin_005,296.8,3.953,0.0611,0.462,0.0501,488.5,0.0496,0.6919,0.2855,8,0.9098,True,0.2024,0.7405,0.5441,0.9432,focused_or_low_friction,synthetic_bootstrap
syn_01326,bootstrap_user_06,research_browsing,research_browsing_006,660.5,2.599,0.2208,0.181,0.0722,518.6,0.0902,0.6158,0.8996,0,0.3748,True,0.2842,0.6362,0.2426,0.5557,focused_or_low_friction,synthetic_bootstrap
syn_01327,bootstrap_user_07,repetitive_admin,repetitive_admin_007,561.6,1.946,0.1277,0.6909,0.0819,251.4,0.0631,0.8828,0.1828,9,0.9285,True,0.2192,0.814,0.68,0.9602,automation_candidate,synthetic_bootstrap
syn_01328,bootstrap_user_08,support_lookup,support_lookup_008,160.7,4.452,0.1802,0.7027,0.0782,397.2,0.0739,0.7997,0.4292,12,0.8455,True,0.2415,0.7153,0.6907,0.9099,automation_candidate,synthetic_bootstrap
syn_01329,bootstrap_user_09,repetitive_admin,repetitive_admin_009,257.3,4.001,0.1359,0.6967,0.0091,179.8,0.0391,0.6082,0.2456,11,0.8135,True,0.1568,0.7357,0.6689,0.9239,focused_or_low_friction,synthetic_bootstrap
syn_01330,bootstrap_user_10,deep_work,deep_work_010,1088.5,0.462,0.0166,0.1907,0.0982,441.1,0.0749,0.8458,0.7143,1,0.2737,True,0.1385,0.8191,0.2767,0.5752,focused_or_low_friction,synthetic_bootstrap
syn_01331,bootstrap_user_11,coding_debugging,coding_debugging_011,1230.3,2.619,0.4341,0.1589,0.434,741.7,0.2251,0.6499,0.5971,2,0.6071,True,0.4482,0.5234,0.4091,0.6951,high_friction,synthetic_bootstrap
syn_01332,bootstrap_user_12,support_lookup,support_lookup_012,238.9,3.166,0.3183,0.4611,0.1185,606.4,0.0596,0.5346,0.2501,8,0.712,True,0.313,0.6813,0.541,0.898,moderate_friction,synthetic_bootstrap
syn_01333,bootstrap_user_01,support_lookup,support_lookup_013,239.8,4.0,0.1842,0.472,0.0687,473.2,0.0257,0.7314,0.3262,2,0.7341,True,0.227,0.7555,0.4565,0.7594,focused_or_low_friction,synthetic_bootstrap
syn_01334,bootstrap_user_02,research_browsing,research_browsing_014,2550.9,4.266,0.0727,0.1512,0.0867,776.5,0.0633,0.5162,0.7004,1,0.2322,True,0.3573,0.6407,0.3175,0.5665,moderate_friction,synthetic_bootstrap
syn_01335,bootstrap_user_03,research_browsing,research_browsing_015,625.6,3.029,0.0791,0.2874,0.1807,637.7,0.0674,0.5003,0.7637,2,0.4645,True,0.3092,0.6415,0.3256,0.6395,moderate_friction,synthetic_bootstrap
syn_01336,bootstrap_user_04,research_browsing,research_browsing_016,965.0,3.067,0.1119,0.2043,0.1403,770.0,0.1353,0.356,0.9067,0,0.2817,True,0.366,0.4945,0.2621,0.5316,moderate_friction,synthetic_bootstrap
syn_01337,bootstrap_user_05,repetitive_admin,repetitive_admin_017,463.1,3.711,0.0536,0.7671,0.0194,461.2,0.0235,0.7472,0.2713,13,0.8794,True,0.2173,0.8259,0.7472,0.9373,automation_candidate,synthetic_bootstrap
syn_01338,bootstrap_user_06,support_lookup,support_lookup_018,254.1,3.3,0.1307,0.7084,0.0657,520.5,0.1031,0.675,0.2413,13,0.9662,True,0.2826,0.6947,0.7221,0.9626,automation_candidate,synthetic_bootstrap
syn_01339,bootstrap_user_07,research_browsing,research_browsing_019,1138.2,1.509,0.4533,0.0675,0.1149,712.9,0.1358,0.5692,0.7937,2,0.3576,True,0.3525,0.5537,0.3444,0.6092,moderate_friction,synthetic_bootstrap
syn_01340,bootstrap_user_08,repetitive_admin,repetitive_admin_020,500.4,3.409,0.0825,0.5996,0.1144,359.2,0.0686,0.6183,0.4347,12,0.8535,True,0.2813,0.6699,0.7181,0.9112,automation_candidate,synthetic_bootstrap
syn_01341,bootstrap_user_09,deep_work,deep_work_021,2041.6,0.483,0.0252,0.229,0.1006,536.9,0.0811,0.7398,0.7309,1,0.3474,True,0.2232,0.7673,0.3791,0.5916,focused_or_low_friction,synthetic_bootstrap
syn_01342,bootstrap_user_10,coding_debugging,coding_debugging_022,1273.1,2.308,0.2053,0.1947,0.0953,985.5,0.0367,0.7093,0.7157,3,0.4141,True,0.3512,0.7181,0.3438,0.6551,moderate_friction,synthetic_bootstrap
syn_01343,bootstrap_user_11,support_lookup,support_lookup_023,352.4,3.131,0.0556,0.6848,0.1709,447.1,0.0721,0.6184,0.4394,10,0.7637,True,0.251,0.7216,0.5981,0.8882,focused_or_low_friction,synthetic_bootstrap
syn_01344,bootstrap_user_12,support_lookup,support_lookup_024,297.2,5.233,0.1399,0.5984,0.16,374.5,0.0327,0.6366,0.5006,11,0.7801,True,0.3286,0.635,0.6372,0.885,moderate_friction,synthetic_bootstrap
syn_01345,bootstrap_user_01,research_browsing,research_browsing_025,1328.0,4.423,0.3456,0.1046,0.1084,524.5,0.0953,0.6541,0.7732,2,0.4149,True,0.3601,0.5719,0.3186,0.6259,moderate_friction,synthetic_bootstrap
syn_01346,bootstrap_user_02,coding_debugging,coding_debugging_026,1813.6,2.646,0.295,0.2485,0.3361,980.7,0.1448,0.7872,0.7443,5,0.5681,True,0.4025,0.6059,0.4981,0.7352,moderate_friction,synthetic_bootstrap
syn_01347,bootstrap_user_03,support_lookup,support_lookup_027,182.5,4.399,0.1932,0.7425,0.0906,363.5,0.0771,0.5857,0.1581,12,0.8827,True,0.2688,0.6982,0.7122,0.9517,automation_candidate,synthetic_bootstrap
syn_01348,bootstrap_user_04,repetitive_admin,repetitive_admin_028,392.1,3.712,0.0868,0.5917,0.0667,547.9,0.013,0.6305,0.3391,6,0.8988,True,0.2465,0.7457,0.6184,0.889,focused_or_low_friction,synthetic_bootstrap
syn_01349,bootstrap_user_05,support_lookup,support_lookup_029,334.2,4.332,0.1783,0.6686,0.0944,226.4,0.0825,0.7291,0.1069,8,0.9656,True,0.2548,0.7127,0.7098,0.9786,automation_candidate,synthetic_bootstrap
syn_01350,bootstrap_user_06,deep_work,deep_work_030,2360.5,0.405,0.0971,0.3342,0.0588,448.0,0.1005,0.7712,0.8563,1,0.1833,True,0.2349,0.6949,0.2955,0.5356,focused_or_low_friction,synthetic_bootstrap
syn_01351,bootstrap_user_07,coding_debugging,coding_debugging_031,1353.1,1.112,0.218,0.2749,0.3702,639.9,0.1076,0.5788,0.7928,3,0.3677,True,0.3524,0.6553,0.3863,0.6343,moderate_friction,synthetic_bootstrap
syn_01352,bootstrap_user_08,research_browsing,research_browsing_032,2535.5,2.63,0.2073,0.1282,0.0484,549.6,0.1433,0.6685,0.8237,1,0.2408,True,0.3472,0.5566,0.3073,0.5539,moderate_friction,synthetic_bootstrap
syn_01353,bootstrap_user_09,repetitive_admin,repetitive_admin_033,695.6,1.264,0.1374,0.7527,0.0884,302.9,0.0807,0.7769,0.3834,5,0.7493,True,0.2168,0.7952,0.5426,0.8238,focused_or_low_friction,synthetic_bootstrap
